MolFrac_1,T
0.7,305.65000000000003
0.8,305.65000000000003
0.9,305.65000000000003
1.0,305.65000000000003
0.0,298.0
0.0,298.0
0.0,305.65000000000003
0.1,305.65000000000003
0.2,305.65000000000003
0.3,305.65000000000003
0.4,305.65000000000003
0.5,305.65000000000003
0.6,305.65000000000003
0.7,305.65000000000003
0.8,305.65000000000003
0.9,305.65000000000003
1.0,305.65000000000003
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,298.0
0.0,298.0
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,298.0
0.0,298.0
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.15,298.15
0.25,298.15
0.35,298.15
0.45,298.15
0.55,298.15
0.65,298.15
0.75,298.15
0.85,298.15
0.95,298.15
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,313.0
0.1,313.0
0.2,313.0
0.3,313.0
0.4,313.0
0.5,313.0
0.6,313.0
0.7,313.0
0.8,313.0
0.9,313.0
1.0,313.0
0.0,298.0
0.0,306.15
0.1,306.15
0.2,306.15
0.3,306.15
0.4,306.15
0.5,306.15
0.6,306.15
0.7,306.15
0.8,306.15
0.9,306.15
1.0,306.15
0.0,298.0
0.0,298.0
0.0,300.65
0.1,300.65
0.2,300.65
0.3,300.65
0.4,300.65
0.5,300.65
0.6,300.65
0.7,300.65
0.8,300.65
0.9,300.65
1.0,300.65
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,313.0
0.05,293.2
0.1,311.06000000000006
0.15,293.2
0.2,311.06000000000006
0.22,303.15
0.25,293.2
0.3,311.06000000000006
0.32,303.15
0.35,293.2
0.4,311.06000000000006
0.43,303.15
0.45,293.2
0.5,311.06000000000006
0.52,303.15
0.55,293.2
0.6,311.06000000000006
0.62,303.15
0.65,293.2
0.7,311.06000000000006
0.73,303.15
0.8,311.06000000000006
0.82,303.15
0.9,311.06000000000006
0.92,303.15
1.0,313.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,310.575
0.06,303.15
0.1,310.575
0.16,303.15
0.2,310.575
0.26,303.15
0.3,310.575
0.36,303.15
0.4,310.575
0.46,303.15
0.5,310.575
0.56,303.15
0.6,310.575
0.66,303.15
0.7,310.575
0.76,303.15
0.8,310.575
0.86,303.15
0.9,310.575
0.96,303.15
1.0,310.575
0.0,298.0
0.0,298.0
0.0,298.0
0.0,313.15
0.1,313.15
0.2,313.15
0.3,313.15
0.4,313.15
0.5,313.15
0.6,313.15
0.7,313.15
0.8,313.15
0.9,313.15
1.0,313.15
0.0,298.0
0.18,303.15
0.28,303.15
0.38,303.15
0.48,303.15
0.58,303.15
0.68,303.15
0.78,303.15
0.88,303.15
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,313.15
0.1,313.15
0.2,313.15
0.3,313.15
0.4,313.15
0.5,313.15
0.6,313.15
0.7,313.15
0.8,313.15
0.9,313.15
1.0,313.15
0.0,298.0
0.0,298.0
0.16,303.15
0.26,303.15
0.36,303.15
0.46,303.15
0.56,303.15
0.66,303.15
0.76,303.15
0.86,303.15
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,298.0
0.0,298.0
0.0,308.5608333333333
0.09,302.975
0.1,308.5608333333333
0.2,308.5608333333333
0.21,313.16
0.2237,300.65
0.3,308.5608333333333
0.31,313.16
0.4,308.5608333333333
0.41,313.16
0.5,308.5608333333333
0.51,313.16
0.6,308.5608333333333
0.61,313.16
0.7,308.5608333333333
0.71,313.16
0.8,308.5608333333333
0.81,313.16
0.86,308.9
0.9,308.5608333333333
0.91,313.16
1.0,308.5608333333333
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,318.15
0.1,318.15
0.2,318.15
0.3,318.15
0.4,318.15
0.5,318.15
0.6,318.15
0.7,318.15
0.8,318.15
0.9,318.15
1.0,318.15
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.16
0.1,298.16
0.2,310.6525
0.21,305.65
0.3,310.655
0.31,305.65
0.4,309.12888888888887
0.41,305.65
0.5,298.16
0.51,305.65
0.6,298.16
0.61,305.65
0.7,298.16
0.71,305.65
0.8,298.16
0.81,305.65
0.9,298.16
1.0,298.16
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
0.0,298.0
1.0,298.0
1.0,298.0
0.0,313.15
0.1,313.15
0.2,313.15
0.3,313.15
0.4,313.15
0.5,313.15
0.6,313.15
0.7,313.15
0.8,313.15
0.9,313.15
1.0,313.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.09,308.15
0.19,308.15
0.29,308.15
0.39,308.15
0.49,308.15
0.59,308.15
0.69,308.15
0.79,308.15
0.89,308.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,313.15
0.1,313.15
0.2,313.15
0.3,313.15
0.4,313.15
0.5,313.15
0.6,313.15
0.7,313.15
0.8,313.15
0.9,313.15
1.0,313.15
0.0,313.15
0.1,313.15
0.2,313.15
0.3,313.15
0.4,313.15
0.5,313.15
0.6,313.15
0.7,313.15
0.8,313.15
0.9,313.15
1.0,313.15
0.0,313.15
0.1,313.15
0.2,313.15
0.3,313.15
0.4,313.15
0.5,313.15
0.6,313.15
0.7,313.15
0.8,313.15
0.9,313.15
1.0,313.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.07,308.15
0.17,308.15
0.27,308.15
0.37,308.15
0.47,308.15
0.57,308.15
0.67,308.15
0.77,308.15
0.87,308.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
1.0,298.0
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.0,318.15
0.1,318.15
0.2,318.15
0.3,318.15
0.4,318.15
0.5,318.15
0.6,318.15
0.7,318.15
0.8,318.15
0.9,318.15
1.0,318.15
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,315.65
0.1,315.65
0.2,315.65
0.3,315.65
0.4,315.65
0.5,315.65
0.6,315.65
0.7,315.65
0.8,315.65
0.9,315.65
1.0,315.65
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.21,303.15
0.31,303.15
0.41,303.15
0.51,303.15
0.61,303.15
0.71,303.15
0.81,303.15
0.91,303.15
0.05,313.15
0.15,313.15
0.25,313.15
0.35,313.15
0.45,313.15
0.55,313.15
0.65,313.15
0.75,313.15
0.85,313.15
0.95,313.15
0.05,313.15
0.15,313.15
0.25,313.15
0.35,313.15
0.45,313.15
0.55,313.15
0.65,313.15
0.75,313.15
0.85,313.15
0.15,313.15
0.25,313.15
0.35,313.15
0.45,313.15
0.55,313.15
0.65,313.15
0.75,313.15
0.85,313.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.0,313.15
0.1,313.15
0.2,313.15
0.3,313.15
0.4,313.15
0.5,313.15
0.6,313.15
0.7,313.15
0.8,313.15
0.9,313.15
1.0,313.15
0.0,313.15
0.1,313.15
0.2,313.15
0.3,313.15
0.4,313.15
0.5,313.15
0.6,313.15
0.7,313.15
0.8,313.15
0.9,313.15
1.0,313.15
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.0,306.15
0.1,306.15
0.2,306.15
0.3,306.15
0.4,306.15
0.5,306.15
0.6,306.15
0.7,306.15
0.8,306.15
0.9,306.15
1.0,306.15
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.0,301.9
0.1,301.9
0.2,301.9
0.3,301.9
0.4,301.9
0.5,301.9
0.6,301.9
0.7,301.9
0.8,301.9
0.9,301.9
1.0,301.9
0.0,301.9
0.1,301.9
0.2,301.9
0.3,301.9
0.4,301.9
0.5,301.9
0.6,301.9
0.7,301.9
0.8,301.9
0.9,301.9
1.0,301.9
0.0,301.9
0.1,301.9
0.2,301.9
0.3,301.9
0.4,301.9
0.5,301.9
0.6,301.9
0.7,301.9
0.8,301.9
0.9,301.9
1.0,301.9
0.02,298.15
0.12,298.15
0.22,298.15
0.32,298.15
0.42,298.15
0.52,298.15
0.62,298.15
0.72,298.15
0.82,298.15
0.92,298.15
0.04,293.15
0.13,303.15
0.14,293.15
0.16,313.15
0.23,303.15
0.24,293.15
0.26,313.15
0.33,303.15
0.34,293.15
0.36,313.15
0.43,303.15
0.44,293.15
0.46,313.15
0.53,303.15
0.54,293.15
0.56,313.15
0.63,303.15
0.64,293.15
0.66,313.15
0.73,303.15
0.74,293.15
0.76,313.15
0.83,303.15
0.84,293.15
0.86,313.15
0.93,303.15
0.94,293.15
0.96,313.15
0.06,313.15
0.15,298.15
0.16,313.15
0.25,298.15
0.26,313.15
0.35,298.15
0.36,313.15
0.45,298.15
0.46,313.15
0.55,298.15
0.56,313.15
0.65,298.15
0.66,313.15
0.75,298.15
0.76,313.15
0.85,298.15
0.86,313.15
0.95,298.15
0.05,293.15
0.06,308.15
0.15,293.15
0.16,308.15
0.25,293.15
0.26,308.15
0.35,293.15
0.36,308.15
0.45,293.15
0.46,308.15
0.55,293.15
0.56,308.15
0.65,293.15
0.66,308.15
0.75,293.15
0.76,308.15
0.85,293.15
0.86,308.15
0.95,293.15
0.15,308.15
0.25,308.15
0.35,308.15
0.45,308.15
0.55,308.15
0.65,308.15
0.75,308.15
0.85,308.15
0.95,308.15
0.0,301.9
0.1,306.15
0.2,306.15
0.3,306.15
0.4,301.9
0.5,301.9
0.6,301.9
0.7,301.9
0.8,301.9
0.9,301.9
1.0,301.9
0.0,301.9
0.1,306.15
0.2,306.15
0.3,306.15
0.4,301.9
0.5,301.9
0.6,301.9
0.7,301.9
0.8,301.9
0.9,301.9
1.0,301.9
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.0,301.9
0.1,306.15
0.2,306.15
0.3,306.15
0.4,306.15
0.5,301.9
0.6,301.9
0.7,301.9
0.8,301.9
0.9,301.9
1.0,301.9
0.0,301.9
0.1,301.9
0.2,301.9
0.3,301.9
0.4,301.9
0.5,301.9
0.6,301.9
0.7,301.9
0.8,301.9
0.9,301.9
1.0,301.9
0.0,306.15
0.1,306.15
0.2,306.15
0.3,306.15
0.4,306.15
0.5,306.15
0.6,306.15
0.7,306.15
0.8,306.15
0.9,306.15
1.0,306.15
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.0,304.4
0.1,304.4
0.2,304.4
0.3,304.4
0.4,304.4
0.5,304.4
0.6,304.4
0.7,304.4
0.8,304.4
